teks_bersih,sentimen
semenjak diupdate kok makin lambat mau kirim pulasa paket data lama banget keluar menu nya liat aktivasi lama banget hasil nya,Positif
mudah transaksi nya akun tidak buat transaksi alas aman,Positif
enak lebih cepat kalau lgi perlu dadak,Positif
rusak nya mohon baik mau tarik tunai tidak,Negatif
sangat baik,Netral
dana cicil tidak guna padahal bayar lunas semua mau guna ada tulis dana cicil tidak sedia bantu makasih,Netral
bagaimana cara hapus nomor dana sudah daftar,Netral
sering mengunakan aplikasi,Netral
dana jadi tidak tarik tunai padahal premium tugas dana donk kalau bisa baru kasih bintang,Netral
bagus,Positif
dana ku eror tidak masuk di baik,Netral
baru saya alami masalah dana liat aktivitas transaksi gabisa padahal butuh banget buat liat detail transaksi udh chat ana jawab nya cma muter muter udh hapus download masih tetep gabisa kacau,Negatif
kenapa akun dana tiba tiba tidak transfer kirim tidak di pakai tidak kata upgrade sudah upgrade tetap tidak transfer memang masalah bagaimana tidak notifikasi ke akun,Negatif
bagus,Positif
dana kmren sempet ilang mohon baik,Netral
lumayan,Netral
kenapa sih aplikasi mau masuk mau transaksi haduh haduh,Netral
y stelah ketik nmr hp tidak lanjut ikut,Netral
bantu bayar sedang alami mana tarik tunai atm bca id password tidak beri uang potong lebih jam belum kembali uang malah skrg saya cek aktifitas nya hilang kait tarik tunai mau komplen sulit ada robot ana jawab sangat tidak bantu mohon baik dana bgmana kalau jadi jg sm lain terimakasih,Netral
judol haram,Netral
beberapa hari aplikasi dana tidak buka pas di buka selalu keluar sendiri ny tidak pernah jadi ini,Netral
oke,Positif
dana tiba eror ko rusak di tinjou dong ko tumben eror,Negatif
kok dana nya terus ngurang sih to up kali tapi tetep ngurang padahal tidak beli apapa riwayat gaada,Positif
woyyyy uang dana ku kok hilang siee k gmna si aman danaa tanggungjawab uang buat modal jual pisang coklat,Positif
tidak di buka pin dana klik lupa pin keluar tulis ganggu coba nanti gimana solusi,Netral
dana tidak di buka saya up grade tapi tetep tidak di buka,Netral
mau ss via aplikasi dana gimana masuk jyga tidak semua cara anda kasih dah ciba tetep tidak kenapa meski gin di update uang gimana,Netral
saya gabisa buka aplikasi butuh versi web,Netral
hari susah cek riwayat transaksi dana poin coba lah kalau niat kasih casback gampang dapat jangan event event kalau sibuk males ngerjain,Negatif
potong besar j,Negatif
klik dagetnya terlalu lama klik link dana kaget tapi malah diam layar awal tidak muncul amplop sungguh meng sad kan sampe muncul om jongkok alias tulis yah kamu lambat please baik oke makasih tanggap akan coba,Positif
buruk tiap aktif fitur dana cicil selalu aktivitas gagal,Negatif
dana bagus bagus aja tapi akun bisnis dengan fitur dana agen beta tidak di akses doong saldo lumayan layan dana gimana,Positif
saran aja sih jangan premium lah susah bayar nya,Negatif
buruk padahal sering transaksi lewat aplikasi tapi tidak dana cicil,Negatif
kaka bantu ini tidak masuk dana henti terus,Netral
sangat bantu,Positif
dana proses loadingnya baik lama banget loading bayar,Netral
baik,Positif
fitur dana cicil sama dana instan punya tidak aktif syarat semua lengkap,Netral
bagus,Positif
cepat mudah,Positif
suka sih pake dana tapi kendala laku isi ulang game uang kirim tidak masuk sama sekali kalau isi ulang lain masuk segera munkin bisa di baik lebih lagi tugas,Positif
harus bintang tp buruk dana krn bln akun masalah tidak masuk krn kartu tidak aktif sudah kali aju pindah akun tapi gagal terus masih minta otp nomor lama nomor lama sudah tidak aktif hanya suruh tunggu tunggu tp ujung nya buruk hasil tidak muas apalg pin verifikasi wajah tidak masalah,Negatif
buruk dana bisnia merchant silver kena tugas tapi uang tidak lngsung di tarik,Negatif
malah tidak buka dana kagett,Netral
bagus baikkkk,Positif
yaa dana ku tadi nya premium sekarang jadi tidak premium d upgrade tetap ajj belum premium,Netral
mntap,Netral
saat laku tari jumlah uang fitur tarik tunai tidak alias eror mohon baik developer,Netral
mau hapus data akun gagal terus,Negatif
tidak bnr sll minta prepikasi terus,Netral
awal bagus sekarang jadi lambat banget,Netral
limit dana cicil tak kunjung tambah padahal bayar lancar tepat waktu,Positif
lambat ampun,Negatif
bagus,Positif
dana bisnis ngk narik jadi malas pake dana ntar mah,Netral
sulit proses pindah akun lama akun baru nya,Netral
puas,Positif
sulit skali ngajukan dana instan padahal premium,Netral
sudah lama pake aplikasi dana cuman heran kan ko saya tidak dana cicil nya,Netral
tadi bagus tapi aneh dana ku tidak buka lgi aneh sampe kesel pas buka aplikasi kok aneh keluar sendiri bukan nya apa duit sayang walupun tidak banyak duit,Positif
masa uang tiba tiba hilang,Negatif
tidak rubah nama bisnis,Netral
lum bantu sich,Netral
tidak fitur pinjam,Positif
bagus sekali langgan dana oke mksih,Positif
sudah daftar premium tapi malah balik dana user gmna cara ngebalikin ke premium soal nya uang ny tidak di transfer,Netral
app lambat,Negatif
bagus bos saat ni mantapp,Positif
dapat ganggu tablet samsung sm t tidak buka menu aktivitas history,Netral
saye puas,Positif
bagus sangat bantu,Positif
mayan,Netral
dana cicil tidak guna pdhl sudah punya fitur ny dn cicil sudah lunas mohon bantu,Netral
bagus,Positif
makin kesini makin kesana minggu lalu isi ulang bank isi ribu tidak potong nd baru kemarin bagus up lg bank nd nominal sama potong bank nya beda uang masuk dana potong coba baik sistem nya dong,Netral
aktif kan dana cicil sya,Netral
baru instal tidak upgrade premium mau upgrade kamera tidak aktif unggah tidak di klik,Netral
belum dana instan,Netral
di tingkat stiap mau buka muncul baca aplikasi tidak menanggapin aplikasi dana keluar tiba lama guna dana tpi akhir kok seperti,Positif
bagus,Positif
kurang lengkap fiturnya padahal guna lama,Netral
ngadain program hadiah tidak niat bnget tgl flash sale tiap buka tidak hadiah stok habis tidak transparan mainin danapoly pas tgl susah banget ky atur k tempat aja sekali jatuh diamond brgnya zonk buruk banget baik k depan diamond k lebih tidak apa apain,Negatif
dong dana wajah tidak verifikasi pindai wajah gagal,Negatif
buruk sama dana cicil nyaa sering kali tidak sedia tidak laku pdhl bayar tepat waktu limit eh tidak d pake buat apa atuh dana cicil,Negatif
banyak rusak,Negatif
aplikasi sangat bagus,Positif
aplikasi sangat bantu dalam transaksi sedikit buruk ketika check in a reward malah suruh verifikasi ulang akun padahal akun saya sudah premium,Netral
makin kesini makin banyak errornya,Negatif
mau upload kartu keluarga ko susah,Negatif
limit dana berapa sih,Netral
sekadar mau ingat aplikasi akun dana mitra kerjasama dana victoria asuransi ada akun dana gimana sbg konsumen rasa sesal tidak puas aplikasi dan kerjasama kalian tidak temu solusi masalah dan contoh suatu klaim asuransi tiba tiba klaim tidak valid tolak jelas saya rasa sangat rugi kalian guna dana mohon hati hati ikut promo promo akun dana sbb tidak tgg jwb,Negatif
tidak tarik uang bisnis uang dana utama padahal laku verifikasi wajah tapi gagal tarik uang,Negatif
kenapa dana tiba tiba tidak jadi buat kirim uang tidak bis auntuk ngambil uang,Netral
ayo jangan berat berat rangin mb nya soal hp ku hp kentaang,Netral
saya guna lebih tahun yapi ko tidak pernah guna layan dana cicil,Netral
difitur ku menu aplikasi dana ku tidak dana instan padahal premium pakai tahun tahun,Netral
mohon bantu dana cicil tidak muncul ya,Netral
ken transfer gratis,Netral
bagus,Positif
gagal verivikasi terus ya,Negatif
sekarang dana susah masuk akun nomor tidak aktif mau dana seperti dulu tidak pakai kode otp masuk akun penting verifikasi wajah password sudah cukup,Negatif
pemindahakan akun salah transfer udh tangan persyaratn lemgkap tinggal buka akun di beku masyyallahh lama bangett suruh lagi memamg uang tidk seberpa tapi itu sngat harga bgi,Netral
sangat puas,Positif
sangat batu transaksi bisnis,Netral
aplikasi eror ko tidak bagus up ml padahal uang cukup buat bagus up tapi tidak aneh banget aplikasi,Positif
dana sering masalah saya baru mau ambil dana dana bisnis skrg jadi gabisa padahal biasa lancar aja,Netral
lumayan,Netral
bagus,Positif
bagus sh tp sayang pinjam hrs pakai rekening bank krn tidak semua org milik rekening bank,Positif
verifikasi wajah gagal mulu padahal bukan guna baru dana bisnis jadi tidak cair payah nih makin sini ngelag mulu makin ribet dah,Negatif
awal nyaman pas upgrade premium malah tidak buat transfer gimana iniii,Positif
baik,Netral
akses cepat ganti aja jadi akses paling lama aplikasi lain masa bagus up game dana tidak padahal niat isi uang dana karna nya akses nya cepat tidak lambat lama update kok gin mohon cepat baik rusak nya,Positif
sebenernya nyaman banget pakai dana tapi kemarin tbtb saya transfer sisa uang k hilang riwayat transaksi chat tapi tidak ada solusi,Positif
dana skrg lambat mau transaksi aja susah lama nya minta ampun,Negatif
sangat bantu,Positif
sangat bantu,Positif
di aplikasi belum muncul fitur dana instan,Netral
sekarang jadi lambat sih padahal jaring bagus mau transaksi aja jadi lama bngt,Netral
bagus up dana selalu potong ya min,Netral
kenapa emas nya stak woii,Netral
karna dana cicil belum muncil,Netral
syaa butuh dana cicil,Netral
hai isi uang elektronik tapi tidak masuk dana nya sukses cuman tidak masuk kartu padahal nomor nya sama bagaimna tanggap nya min mohon bantu,Netral
ist the best,Netral
dana cicil ku tidak padahal premium,Netral
kok sekarang transaksi jadi lambat,Netral
kalau bagus tambah bintang nya,Positif
harus tambah verivikasi email orang nomor telepon nya tidak aktif fitur penting banget,Netral
buka sekarang aplikasi tidak bisa di buka,Netral
kemarin kemarin oke si tapi sekarang ko mau kirim uang susah sering pemberitahuan upgrade dana premium terus diupldate pun muncul pemberitahuan upgrade mau tarik tunai transfer jadi sulit,Positif
dana cicil aktif limit tapi tidak pakai limit turun kocak,Netral
tidak pakai qris,Netral
bagus app hnya saynk byk iklan,Positif
dana cicil tidak dana insatn tidak padahl guna lama keluar gede melulu,Netral
dana tidak transfer suruh update premium tapi tidak,Netral
suka sa sangat bantu,Positif
dana sya ya kok tidak kirim yang bisa shopeepay sihhh kalau yang lain tidak,Positif
tidak konfirmasi bayar,Netral
sekarang klu transfer bank adminnya lumayan,Netral
sangat bagus,Positif
minta kembali dana tepotong aplikasi dana pihak goggle play tnggal november total yang potong jam,Netral
dulu enak enak aja sekarang sebenernya bagus tapi uang potong tidak tau kapan balik lapor si ana siapa sama aja g hasil kasih lah layan manusia bukan chat otomatis gitu payah,Positif
dana sekarang buruk bnget sih aplikasi lambat bnget masa pakai jaring g cepat mbps aja loading nya lama bnget,Negatif
bagus,Positif
kirim uang lncr,Netral
nyicil emas kok uang nya ngurang sendiri awal nyicil perak terus ku masukin k tapi saldo malah ngurang jadi k gimana nih,Positif
tidak menginstal aplikasi tidak kompitabel,Netral
oke,Positif
bagusss sangat bantu,Positif
uang hilang d dana ada tahu saya tidak guna dana,Negatif
sudah komplain bulan kemarin tidak tanggap uang suami hilang rb kirim shop tidak riwayat dua tidak yang tanggung jawab bida sebut app guna tidak sama sekali,Netral
bagus,Positif
ituuu gimnaaa beli paket combo plus lewat dana belum masuk beli kemarin tapi belum kirim sampe sekarang tulis deskripsi kirim lagi rame,Netral
mantaf se x,Netral
di baik kuota tapi internet putus mulu padahal buka lain lancar kalau buka dana suka tulis merah internet putus,Positif
suguh bagus,Positif
belum dapat dana cicil gimana cara aktif nya,Netral
bagus,Positif
bagus,Positif
pihak dana hormat lah bantu akun dana do hp tidak di buka selalu ke menu awal tera rusak terus,Negatif
kadang tidak munculin hasil skrenshott,Netral
fitur dana belum dana cicil padahal syarat saya selesai kan,Netral
bagus,Positif
cara ngatur dana premium bantu soal kenndallaa gaak bsa buaat transfer,Netral
tidak pinjam,Positif
oke bagus,Positif
enggk di mudah pindahin akun dana premium,Positif
tidak seru dikit dikit upgrade jadi batas buat usia ku blum ktp mau invest emas batas maksimal jt udh tidak lebih mau masukin obligasi tidak aih,Netral
mau kirim uang jadi kendala suruh upgrade dana premium laku tapi saja suruh apgrade sampai kali kali jadi kendala saya saya harap depan tidak sulit guna mau transaksi saya jadi ketar tir guna dana jadi sebut,Negatif
aplikasi bagus si cuma buat aktifin payleter nya ribet suruh sering transaksi jelas jelas beli paket data bayar motor aja aplikasi dana saya kasih bintang dulu deh,Positif
apa apa udh buka premium tpi tidak pake buat ngirim tanya di ulang mulu tidak jelas,Netral
lambat,Negatif
lah dana kalau masuk kalau ada pin verifikasi wajah tidak usah pake otp nomer nomerku hangus tidak masuk kalo pake otp kirim email aja dana nyangkut tidak di ambil gara tidak masuk mohon lah dana,Netral
bantu tp sering rusak,Netral
lemooot,Netral
piturnya gs komplit,Netral
dana cicil padahal ke buka tapi tidak di guna sama sekali tidak kalau tidak di guna padahal tagih lunas semua tidak tunggak sama sekali,Netral
lumayan tapi bom dana talang,Netral
transaksi transfer lambat banget,Negatif
kurang maksimal,Netral
sayah tidak buka aktivitas,Netral
bintang ajh gajadi bintang skrng dana knpa kalau ngisi uang tong terus walaupun cma rupiah tpi kalau mau bagus up buat bayar jdi nya ttep kurang,Positif
kak upaya hpus akun ttp gagal ditelfon tidak djwb hubungu layan sulit tidak proses sama sekali,Negatif
lumayan bantu tapi tiba tiba uang potong ribu biaya transaksi ubah rubah saja trimakasih,Positif
dana tulis koneksi internet putus terus padahal sinyal bagus,Positif
ini dana tidak transfer,Netral
sangat bantu,Positif
ya ni dana baru isi dana ribu tambah ribu notif masuk semua tp sekali d cek cuma ribu sahaja saldo yang lai tidak jg notif keluar,Netral
bgua,Netral
sedia fitur hapus akun lebih mudah hapus akun dana yang nomor sufah tidak aktif sangat sulit hapus akun saya,Positif
mohon kembang ya fitur nya tapi bagus kok,Positif
jdi lbih mudah,Positif
bintang dlu soal fitur dana cicil blum muncul padahal pake dana tahun developer aktifin fitur dana cicil baru kasih bintang,Netral
dan sekarang tidak nyaman guna serius buruk,Positif
alun sudah premium harus premium,Netral
akyivitas dana ko ngk lihat barkot keluar uang,Netral
baik,Netral
bagus sih tapi kok sekarang tidak transaksi susah tidak,Positif
baik,Netral
fitur dana cicil belum ad akun sya,Netral
bagus,Positif
dana tidak dana cicil,Netral
bagus,Positif
bagus,Positif
plis lagi tarif pulsa k butuh banget,Netral
bantu dana cicil aktivitas nya di proses selalu gagal bingung,Negatif
baik,Netral
hilang dana rb hati hati,Negatif
gimana cara menangin danapoly ngumpulin diamond tp tidak bisa niat giveway tidak sih,Netral
bagaimana mau ss ana via dana lama masuk nya skrng tidak masuk dana pihak dana ini bagai mana lanjut nya saya verifikasi wajah tapi masuk nya lama nomor telepon mau h aktif tapi masih lama masuk nya bagaimana lanjut nya pihak dana segera beneri,Netral
